Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
300260,Klyuchevskoy,21095,Confirmed Eruption,Russia,3,,2015,,8,,28,,Historical Observations,,2018,,6,,15,,56.056,160.642
352050,Cotopaxi,21088,Confirmed Eruption,Ecuador,2,,2015,,8,,14,,Historical Observations,,2016,,1,,24,,-0.677,-78.436
343100,San Miguel,22233,Confirmed Eruption,El Salvador,1,,2015,,8,,13,,Historical Observations,,2015,,8,,13,,13.434,-88.269
360160,Kick 'em Jenny,21090,Confirmed Eruption,Grenada,0,,2015,,7,,23,,Historical Observations,,2015,,7,,24,,12.3,-61.64
268060,Gamalama,21087,Confirmed Eruption,Indonesia,2,,2015,,7,,16,,Historical Observations,,2015,,9,,8,,0.8,127.33
264270,Sirung,21086,Confirmed Eruption,Indonesia,1,,2015,,7,,7,,Historical Observations,,2015,,7,,8,,-8.508,124.13
283020,Hakoneyama,21080,Confirmed Eruption,Japan,1,,2015,,6,,29,,Historical Observations,,2015,,7,,1,,35.233,139.021
354006,Sabancaya,21089,Confirmed Eruption,Peru,1,,2015,,6,,28,10,Historical Observations,,2015,,7,,9,,-15.787,-71.857
263170,Ciremai,21079,Uncertain Eruption,Indonesia,,,2015,,6,,24,,Historical Observations,,2015,,6,,24,,-6.895,108.408
222120,"Lengai, Ol Doinyo",22304,Confirmed Eruption,Tanzania,0,,2015,,6,<,20,,Historical Observations,,2015,,8,>,24,,-2.764,35.914
283110,Asamayama,21081,Confirmed Eruption,Japan,1,,2015,,6,,16,,Historical Observations,,2015,,6,,16,,36.406,138.523
345020,Rincon de la Vieja,22132,Confirmed Eruption,Costa Rica,1,,2015,,6,,16,,Historical Observations,,2016,,5,,1,,10.83,-85.324
342110,Pacaya,22157,Confirmed Eruption,Guatemala,1,,2015,,6,,7,1,Historical Observations,,2021,,8,,13,,14.382,-90.601
282050,Kuchinoerabujima,21073,Confirmed Eruption,Japan,3,,2015,,5,,29,,Historical Observations,,2015,,6,,19,,30.443,130.217
353020,Wolf,21075,Confirmed Eruption,Ecuador,4,,2015,,5,,25,,Historical Observations,,2015,,6,,2,,0.02,-91.35
266100,Lokon-Empung,21071,Confirmed Eruption,Indonesia,1,,2015,,5,,20,,Historical Observations,,2015,,5,,27,,1.358,124.792
344040,Telica,21074,Confirmed Eruption,Nicaragua,2,,2015,,5,,7,,Historical Observations,,2015,,5,,28,,12.606,-86.84
273010,Bulusan,21072,Confirmed Eruption,Philippines,2,,2015,,5,,1,,Historical Observations,,2015,,7,,17,,12.769,124.056
358020,Calbuco,21076,Confirmed Eruption,Chile,4,,2015,,4,,22,,Historical Observations,,2015,,5,,26,,-41.33,-72.618
345070,Turrialba,20998,Confirmed Eruption,Costa Rica,2,,2015,,3,,8,,Historical Observations,,2019,,12,,7,,10.025,-83.767
344020,San Cristobal,22268,Confirmed Eruption,Nicaragua,2,,2015,,3,,5,,Historical Observations,,2015,,6,,12,,12.702,-87.004
290360,Chikurachki,20990,Confirmed Eruption,Russia,3,,2015,,2,,16,,Historical Observations,,2015,,2,,18,,50.324,155.461
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,France,0,,2015,,2,,4,,Historical Observations,,2015,,10,,31,,-21.244,55.708
343100,San Miguel,20994,Confirmed Eruption,El Salvador,1,,2015,,1,,26,,Historical Observations,,2015,,4,,11,,13.434,-88.269
352090,Sangay,22236,Confirmed Eruption,Ecuador,2,,2015,,1,,19,,Historical Observations,,2015,,4,,7,,-2.005,-78.341
266030,Soputan,20988,Confirmed Eruption,Indonesia,3,,2015,,1,,6,,Historical Observations,,2015,,3,,7,,1.112,124.737
300260,Klyuchevskoy,20992,Confirmed Eruption,Russia,2,,2015,,1,,1,,Historical Observations,,2015,,5,,10,,56.056,160.642
243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,Tonga,2,,2014,,12,,19,,Historical Observations,,2015,,1,,23,3,-20.536,-175.382
268060,Gamalama,20989,Confirmed Eruption,Indonesia,2,,2014,,12,,18,,Historical Observations,,2014,,12,,25,,0.8,127.33
290290,Sinarka,20980,Uncertain Eruption,Russia,1,,2014,,12,,3,,Historical Observations,,2014,,12,,3,,48.873,154.182
357120,Villarrica,20996,Confirmed Eruption,Chile,1,,2014,,12,,2,7,Historical Observations,>,2021,,12,,9,,-39.42,-71.93
257050,Lopevi,20986,Uncertain Eruption,Vanuatu,,,2014,,12,,1,,Historical Observations,,2014,,12,,15,,-16.507,168.346
263340,Raung,21070,Confirmed Eruption,Indonesia,3,,2014,,11,,23,5,Historical Observations,,2015,,8,,30,8,-8.119,114.056
384010,Fogo,20977,Confirmed Eruption,Cape Verde,3,,2014,,11,,23,,Historical Observations,,2015,,2,,8,,14.95,-24.35
290260,Chirinkotan,22223,Confirmed Eruption,Russia,2,,2014,,11,,21,,Historical Observations,,2015,,8,,10,,48.98,153.48
351020,"Ruiz, Nevado del",20995,Confirmed Eruption,Colombia,2,,2014,,11,,18,,Historical Observations,>,2022,,1,,27,,4.892,-75.324
390090,Saunders,22271,Confirmed Eruption,United Kingdom,1,,2014,,11,,12,,Historical Observations,>,2022,,1,,13,,-57.8,-26.483
312030,Pavlof,20975,Confirmed Eruption,United States,1,,2014,,11,,12,,Historical Observations,,2014,,11,,15,,55.417,-161.894
345070,Turrialba,20974,Confirmed Eruption,Costa Rica,2,,2014,,10,,29,,Historical Observations,,2014,,12,,8,,10.025,-83.767
264180,Lewotobi,20973,Uncertain Eruption,Indonesia,2,,2014,,10,,6,,Historical Observations,,2014,,10,,6,,-8.542,122.775
283040,Ontakesan,20964,Confirmed Eruption,Japan,3,,2014,,9,,27,,Historical Observations,,2014,,10,,14,,35.893,137.48
345020,Rincon de la Vieja,20961,Confirmed Eruption,Costa Rica,1,,2014,,9,,17,,Historical Observations,,2014,,10,,24,,10.83,-85.324
282110,Asosan,20960,Confirmed Eruption,Japan,2,,2014,,8,,30,,Historical Observations,,2016,,5,,1,,32.884,131.104
373030,Bardarbunga,20955,Confirmed Eruption,Iceland,0,,2014,,8,,29,,Historical Observations,,2015,,2,,27,,64.633,-17.516
342110,Pacaya,22222,Confirmed Eruption,Guatemala,1,,2014,,8,,25,,Historical Observations,,2015,,2,,17,,14.382,-90.601
273030,Mayon,20959,Confirmed Eruption,Philippines,0,,2014,,8,,12,,Historical Observations,,2014,,10,,19,,13.257,123.685
354006,Sabancaya,20953,Uncertain Eruption,Peru,1,,2014,,8,,5,,Historical Observations,,2014,,12,,27,,-15.787,-71.857
282050,Kuchinoerabujima,20952,Confirmed Eruption,Japan,1,,2014,,8,,3,,Historical Observations,,2014,,8,,3,,30.443,130.217
344020,San Cristobal,22267,Confirmed Eruption,Nicaragua,2,,2014,,7,,20,,Historical Observations,,2014,,10,,1,,12.702,-87.004
252140,Rabaul,20957,Confirmed Eruption,Papua New Guinea,3,,2014,,7,,7,,Historical Observations,,2014,,9,,18,,-4.271,152.203
251020,Manam,20956,Confirmed Eruption,Papua New Guinea,2,,2014,,6,,29,,Historical Observations,>,2022,,1,,27,,-4.08,145.037
233020,"Fournaise, Piton de la",20919,Confirmed Eruption,France,0,,2014,,6,,21,,Historical Observations,,2014,,6,,21,,-21.244,55.708
267020,Karangetang,20914,Confirmed Eruption,Indonesia,2,,2014,,6,,8,,Historical Observations,,2016,,3,,15,,2.781,125.407
300120,Zhupanovsky,20908,Confirmed Eruption,Russia,3,,2014,,6,,6,,Historical Observations,,2016,,3,,24,,53.589,159.15
312030,Pavlof,20909,Confirmed Eruption,United States,3,,2014,,5,,31,,Historical Observations,,2014,,6,,2,,55.417,-161.894
264050,Sangeang Api,20911,Confirmed Eruption,Indonesia,3,,2014,,5,,30,,Historical Observations,,2015,,11,,5,,-8.2,119.07
223020,Nyamulagira,20942,Confirmed Eruption,DR Congo,0,,2014,,5,,30,,Historical Observations,,2016,,5,,14,,-1.408,29.2
284141,Ahyi,20936,Confirmed Eruption,United States,0,,2014,,4,,24,,Hydrophonic,,2014,,5,,17,,20.42,145.03
263300,Semeru,22221,Confirmed Eruption,Indonesia,3,,2014,,4,,1,15,Historical Observations,>,2022,,1,,27,,-8.108,112.922
262000,Krakatau,20932,Confirmed Eruption,Indonesia,1,,2014,,3,,31,,Historical Observations,,2014,,3,,31,,-6.102,105.423
251030,Karkar,20910,Confirmed Eruption,Papua New Guinea,1,,2014,,3,,26,,Historical Observations,,2014,,3,,27,,-4.649,145.964
263250,Merapi,20892,Confirmed Eruption,Indonesia,3,,2014,,3,,9,,Historical Observations,,2014,,4,,20,,-7.54,110.446
263180,Slamet,20933,Confirmed Eruption,Indonesia,2,,2014,,3,,8,,Historical Observations,,2014,,9,,17,,-7.242,109.208
263280,Kelud,20934,Confirmed Eruption,Indonesia,4,,2014,,2,,13,,Historical Observations,,2014,,2,,15,,-7.935,112.314
267020,Karangetang,20913,Confirmed Eruption,Indonesia,1,,2014,,2,,9,,Historical Observations,,2014,,2,,9,,2.781,125.407
344020,San Cristobal,20941,Confirmed Eruption,Nicaragua,1,,2014,,2,,4,,Historical Observations,,2014,,4,,11,,12.702,-87.004
261140,Marapi,20931,Confirmed Eruption,Indonesia,1,,2014,,2,,3,2,Historical Observations,,2014,,2,,26,,-0.38,100.474
255060,Kavachi,20920,Confirmed Eruption,Solomon Islands,1,,2014,,1,,29,,Historical Observations,,2014,,1,?,29,,-8.991,157.979
311360,Shishaldin,20937,Confirmed Eruption,United States,1,,2014,,1,,28,,Historical Observations,,2015,,10,,16,,54.756,-163.97
282110,Asosan,20935,Confirmed Eruption,Japan,1,,2014,,1,,13,,Historical Observations,,2014,,2,,19,,32.884,131.104
263340,Raung,21069,Uncertain Eruption,Indonesia,1,,2014,,1,,4,,Historical Observations,,2014,,1,,4,,-8.119,114.056
343100,San Miguel,20906,Confirmed Eruption,El Salvador,2,,2013,,12,,29,,Historical Observations,,2014,,7,,28,,13.434,-88.269
284096,Nishinoshima,20916,Confirmed Eruption,Japan,2,,2013,,11,,20,,Historical Observations,,2015,,11,?,17,,27.247,140.874
263250,Merapi,20842,Confirmed Eruption,Indonesia,2,,2013,,11,,18,,Historical Observations,,2013,,11,,18,,-7.54,110.446
252010,Langila,22390,Uncertain Eruption,Papua New Guinea,,,2013,,10,,23,,Historical Observations,,2013,,12,,1,,-5.525,148.42
300120,Zhupanovsky,20907,Confirmed Eruption,Russia,3,,2013,,10,,23,,Historical Observations,,2013,,10,,26,1,53.589,159.15
260010,Barren Island,20918,Confirmed Eruption,India,2,,2013,,10,,12,,Historical Observations,,2016,,5,,17,1,12.278,93.858
263090,Tangkuban Parahu,20987,Confirmed Eruption,Indonesia,1,,2013,,10,,5,,Historical Observations,,2013,,10,,5,,-6.77,107.6
221020,Zubair Group,21068,Confirmed Eruption,Yemen,2,,2013,,9,,28,,Historical Observations,,2013,,11,,20,,15.05,42.18
344040,Telica,22195,Confirmed Eruption,Nicaragua,1,,2013,,9,,25,,Historical Observations,,2013,,9,,25,,12.606,-86.84
261080,Sinabung,20818,Confirmed Eruption,Indonesia,4,,2013,,9,,15,,Historical Observations,,2018,,8,,30,,3.17,98.392
211060,Etna,20841,Confirmed Eruption,Italy,2,,2013,,9,,3,,Historical Observations,>,2022,,1,,27,,37.748,14.999
354020,Ubinas,20832,Confirmed Eruption,Peru,2,,2013,,9,,1,,Historical Observations,,2016,,2,,27,,-16.355,-70.903
264250,Iliwerung,20912,Confirmed Eruption,Indonesia,0,,2013,,8,,20,,Historical Observations,,2013,,8,,20,,-8.532,123.573
300260,Klyuchevskoy,20786,Confirmed Eruption,Russia,1,,2013,,8,,15,,Historical Observations,,2013,,12,,20,,56.056,160.642
290200,Ketoi,20780,Uncertain Eruption,Russia,,,2013,,7,,25,,Historical Observations,,2013,,8,,12,,47.35,152.475
357120,Villarrica,20838,Confirmed Eruption,Chile,1,,2013,,7,,25,,Historical Observations,,2013,,7,?,29,,-39.42,-71.93
252120,Ulawun,20835,Confirmed Eruption,Papua New Guinea,1,,2013,,7,,8,,Historical Observations,,2013,,12,,21,,-5.05,151.33
284090,Izu-Torishima,20828,Uncertain Eruption,Japan,2,,2013,,7,,6,,Historical Observations,,2013,,7,,6,,30.484,140.303
263340,Raung,22378,Confirmed Eruption,Indonesia,1,,2013,,6,,29,,Historical Observations,,2013,,7,,31,,-8.119,114.056
312070,Veniaminof,20836,Confirmed Eruption,United States,3,,2013,,6,,13,,Historical Observations,,2013,,10,,12,1,56.17,-159.38
290260,Chirinkotan,20757,Confirmed Eruption,Russia,1,,2013,,6,,11,,Historical Observations,,2014,,6,,1,4,48.98,153.48
344020,San Cristobal,20817,Confirmed Eruption,Nicaragua,1,,2013,,6,,7,,Historical Observations,,2013,,6,,7,,12.702,-87.004
263300,Semeru,22220,Confirmed Eruption,Indonesia,1,,2013,,6,,4,,Historical Observations,,2013,,11,,29,,-8.108,112.922
282060,Kikai,20781,Confirmed Eruption,Japan,1,,2013,,6,,4,,Historical Observations,,2013,,6,,4,,30.793,130.305
261170,Kerinci,22216,Confirmed Eruption,Indonesia,2,,2013,,6,,2,,Historical Observations,,2013,,6,,2,,-1.697,101.264
345070,Turrialba,20831,Confirmed Eruption,Costa Rica,2,,2013,,5,,21,,Historical Observations,,2013,,6,,4,,10.025,-83.767
312030,Pavlof,20807,Confirmed Eruption,United States,3,,2013,,5,,13,,Historical Observations,,2013,,6,,26,,55.417,-161.894
344100,Masaya,22291,Uncertain Eruption,Nicaragua,0,,2013,,5,,11,,Historical Observations,,2013,,5,,26,,11.985,-86.165
273030,Mayon,20798,Confirmed Eruption,Philippines,2,,2013,,5,,7,,Historical Observations,,2013,,5,,7,,13.257,123.685
355100,Lascar,20789,Confirmed Eruption,Chile,1,,2013,,4,,2,,Historical Observations,,2013,,11,,20,,-23.37,-67.73
342110,Pacaya,20802,Confirmed Eruption,Guatemala,2,,2013,,3,,5,,Historical Observations,,2014,,4,,10,,14.382,-90.601
263090,Tangkuban Parahu,20822,Confirmed Eruption,Indonesia,2,,2013,,2,,21,,Historical Observations,,2013,,3,,6,,-6.77,107.6
260010,Barren Island,20754,Confirmed Eruption,India,1,,2013,,2,,16,,Historical Observations,,2013,,2,,16,,12.278,93.858
290070,Etorofu-Yakeyama [Grozny Group],20762,Confirmed Eruption,Japan,2,,2013,,2,,16,,Historical Observations,,2013,,4,,4,,45.012,147.871
284305,Mariana Back-Arc Segment at 15.5°N,21102,Confirmed Eruption,United States,0,>,2013,,2,,13,,Historical Observations,<,2015,,12,,1,,15.406,144.506
251030,Karkar,20779,Confirmed Eruption,Papua New Guinea,3,,2013,,1,,29,,Historical Observations,,2013,,2,,26,,-4.649,145.964
352090,Sangay,22235,Confirmed Eruption,Ecuador,2,,2013,,1,,25,,Historical Observations,,2013,,5,,24,,-2.005,-78.341
268040,Gamkonora,20915,Uncertain Eruption,Indonesia,1,,2013,,1,,23,,Historical Observations,,2013,,5,,27,,1.38,127.53
252140,Rabaul,20811,Confirmed Eruption,Papua New Guinea,2,,2013,,1,,19,,Historical Observations,,2014,,3,,11,,-4.271,152.203
341040,Colima,20759,Confirmed Eruption,Mexico,2,,2013,,1,,6,,Historical Observations,,2017,,3,,7,,19.514,-103.62
344020,San Cristobal,20816,Confirmed Eruption,Nicaragua,2,,2012,,12,,26,,Historical Observations,,2012,,12,,28,,12.702,-87.004
252010,Langila,20788,Confirmed Eruption,Papua New Guinea,1,,2012,,12,,1,,Historical Observations,,2012,,12,,5,,-5.525,148.42
300240,Tolbachik,20825,Confirmed Eruption,Russia,4,,2012,,11,,27,,Historical Observations,,2013,,9,,5,10,55.832,160.326
241080,Tongariro,20827,Confirmed Eruption,New Zealand,2,,2012,,11,,21,,Historical Observations,,2012,,11,,21,,-39.157,175.632
357120,Villarrica,20837,Uncertain Eruption,Chile,1,,2012,,11,,14,,Historical Observations,,2012,,11,?,14,,-39.42,-71.93
290150,Chirpoi,20756,Confirmed Eruption,Russia,0,,2012,,11,,11,,Historical Observations,,2016,,10,?,18,,46.532,150.871
252120,Ulawun,20834,Confirmed Eruption,Papua New Guinea,1,,2012,,11,,6,,Historical Observations,,2012,,12,,11,,-5.05,151.33
284170,Pagan,20804,Confirmed Eruption,United States,2,,2012,,10,,30,,Historical Observations,,2012,,12,?,11,,18.13,145.8
345020,Rincon de la Vieja,22161,Confirmed Eruption,Costa Rica,1,,2012,,10,,17,,Historical Observations,,2012,,10,,17,,10.83,-85.324
263340,Raung,22377,Confirmed Eruption,Indonesia,3,,2012,,10,,16,2,Historical Observations,,2013,,1,,6,,-8.119,114.056
264150,Paluweh,20806,Confirmed Eruption,Indonesia,2,,2012,,10,,8,,Historical Observations,,2013,,10,,31,7,-8.32,121.708
290390,Alaid,20750,Confirmed Eruption,Russia,2,,2012,,10,,5,,Historical Observations,,2012,,12,,12,,50.861,155.565
261140,Marapi,20797,Confirmed Eruption,Indonesia,1,,2012,,9,,26,,Historical Observations,,2012,,9,,26,,-0.38,100.474
268060,Gamalama,20766,Confirmed Eruption,Indonesia,1,,2012,,9,,15,,Historical Observations,,2012,,9,,17,,0.8,127.33
266100,Lokon-Empung,20794,Confirmed Eruption,Indonesia,2,,2012,,9,,15,,Historical Observations,,2013,,9,,9,,1.358,124.792
344020,San Cristobal,20815,Confirmed Eruption,Nicaragua,2,,2012,,9,,8,,Historical Observations,,2012,,9,,15,,12.702,-87.004
234010,Heard,20768,Confirmed Eruption,Australia,0,,2012,,9,,5,4,Historical Observations,,2021,,12,,9,,-53.106,73.513
300260,Klyuchevskoy,20785,Confirmed Eruption,Russia,1,,2012,,9,?,1,,Historical Observations,,2013,,1,,28,3,56.056,160.642
266030,Soputan,20821,Confirmed Eruption,Indonesia,3,,2012,,8,,26,,Historical Observations,,2012,,9,,19,,1.112,124.737
290070,Etorofu-Yakeyama [Grozny Group],20761,Confirmed Eruption,Japan,2,,2012,,8,,16,,Historical Observations,,2012,,8,,25,,45.012,147.871
241040,Whakaari/White Island,20839,Confirmed Eruption,New Zealand,2,,2012,,8,,7,,Historical Observations,,2013,,10,,11,,-37.52,177.18
241080,Tongariro,20826,Confirmed Eruption,New Zealand,2,,2012,,8,,6,,Historical Observations,,2012,,8,,7,,-39.157,175.632
242050,Monowai,20799,Confirmed Eruption,New Zealand,0,,2012,,8,,3,,Hydrophonic,,2012,,8,,4,,-25.887,-177.188
252010,Langila,22389,Uncertain Eruption,Papua New Guinea,0,,2012,,7,,21,,Historical Observations,,2012,,7,,21,,-5.525,148.42
242005,Havre Seamount,20748,Confirmed Eruption,New Zealand,1,,2012,,7,,17,,Historical Observations,,2012,,7,,19,,-31.08,-179.033
267020,Karangetang,20776,Confirmed Eruption,Indonesia,2,,2012,,5,,14,,Historical Observations,,2013,,9,,5,,2.781,125.407
351080,Galeras,20764,Confirmed Eruption,Colombia,2,,2012,,5,,13,,Historical Observations,,2014,,1,,30,1,1.22,-77.37
264270,Sirung,20819,Confirmed Eruption,Indonesia,2,,2012,,5,,8,,Historical Observations,,2012,,5,,12,,-8.508,124.13
252120,Ulawun,20833,Confirmed Eruption,Papua New Guinea,1,,2012,,5,,7,,Historical Observations,,2012,,5,,31,,-5.05,151.33
252080,Witori,20805,Confirmed Eruption,Papua New Guinea,2,,2012,,5,,3,,Historical Observations,,2012,,7,,11,,-5.576,150.516
344100,Masaya,22143,Confirmed Eruption,Nicaragua,1,,2012,,4,,30,,Historical Observations,,2012,,6,,8,,11.985,-86.165
261140,Marapi,20796,Confirmed Eruption,Indonesia,1,,2012,,3,,1,3,Historical Observations,,2012,,5,,18,,-0.38,100.474
351020,"Ruiz, Nevado del",20814,Confirmed Eruption,Colombia,3,,2012,,2,,22,,Historical Observations,,2013,,7,?,12,,4.892,-75.324
345020,Rincon de la Vieja,20813,Confirmed Eruption,Costa Rica,1,,2012,,2,,19,,Historical Observations,,2012,,4,,14,,10.83,-85.324
311110,Kanaga,20774,Confirmed Eruption,United States,2,,2012,,2,,18,,Historical Observations,,2012,,2,,18,,51.923,-177.168
284120,Ioto,20772,Confirmed Eruption,Japan,1,,2012,,2,,10,,Historical Observations,,2012,,5,,2,,24.751,141.289
251030,Karkar,20778,Confirmed Eruption,Papua New Guinea,3,,2012,,2,,1,,Historical Observations,,2012,,2,,1,,-4.649,145.964
345070,Turrialba,20830,Confirmed Eruption,Costa Rica,2,,2012,,1,,12,,Historical Observations,,2012,,1,,18,,10.025,-83.767
357091,Callaqui,20755,Uncertain Eruption,Chile,,,2012,,1,,2,,Historical Observations,,2012,,1,,2,,-37.92,-71.45
264230,Lewotolok,20791,Confirmed Eruption,Indonesia,1,,2012,,1,,2,,Historical Observations,,2012,,1,,14,,-8.274,123.508
221020,Zubair Group,20840,Confirmed Eruption,Yemen,2,,2011,,12,,18,,Historical Observations,,2012,,1,,12,,15.05,42.18
261170,Kerinci,22217,Confirmed Eruption,Indonesia,1,,2011,,12,,15,,Historical Observations,,2011,,12,,15,,-1.697,101.264
268060,Gamalama,20765,Confirmed Eruption,Indonesia,2,,2011,,12,,5,,Historical Observations,,2011,,12,,23,,0.8,127.33
352080,Tungurahua,22215,Confirmed Eruption,Ecuador,3,,2011,,11,,27,,Historical Observations,,2016,,3,,16,,-1.467,-78.442
223020,Nyamulagira,20801,Confirmed Eruption,DR Congo,2,,2011,,11,,6,,Historical Observations,,2012,,3,?,16,,-1.408,29.2
300260,Klyuchevskoy,20784,Uncertain Eruption,Russia,,,2011,,11,,2,,Historical Observations,,2011,,11,,2,,56.056,160.642
358057,"Hudson, Cerro",20770,Confirmed Eruption,Chile,2,,2011,,10,,26,,Historical Observations,,2011,,11,,1,,-45.9,-72.97
383020,Hierro,20769,Confirmed Eruption,Spain,2,,2011,,10,,10,,Historical Observations,,2012,,3,,5,,27.73,-18.03
257020,Gaua,20938,Confirmed Eruption,Vanuatu,1,,2011,,9,,17,,Historical Observations,,2011,,10,,10,,-14.27,167.5
345020,Rincon de la Vieja,20812,Confirmed Eruption,Costa Rica,1,,2011,,8,,22,,Historical Observations,,2011,,9,,27,,10.83,-85.324
344020,San Cristobal,10898,Confirmed Eruption,Nicaragua,1,,2011,,8,?,21,,Historical Observations,,2011,,10,,23,,12.702,-87.004
261140,Marapi,20795,Confirmed Eruption,Indonesia,2,,2011,,8,,3,,Historical Observations,,2011,,10,,12,,-0.38,100.474
262000,Krakatau,20787,Confirmed Eruption,Indonesia,2,,2011,,7,,31,,Historical Observations,,2012,,9,,9,1,-6.102,105.423
252010,Langila,22388,Uncertain Eruption,Papua New Guinea,0,,2011,,7,,28,,Historical Observations,,2011,,7,,28,,-5.525,148.42
311240,Cleveland,20758,Confirmed Eruption,United States,2,,2011,,7,,19,7,Historical Observations,,2015,,8,,18,,52.825,-169.944
266030,Soputan,20820,Confirmed Eruption,Indonesia,3,,2011,,7,,3,,Historical Observations,,2011,,8,,15,,1.112,124.737
