Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
267010,Ruang,16486,Confirmed Eruption,Indonesia,2,,1914,,5,,29,,Historical Observations,,1915,,2,,28,30,2.3,125.37
284010,Izu-Oshima,18209,Confirmed Eruption,Japan,2,,1914,,5,,15,,Historical Observations,,1914,,5,,26,,34.724,139.394
282030,Suwanosejima,16927,Uncertain Eruption,Japan,,,1914,,3,,21,,,,,,,,,,29.638,129.714
345060,Irazu,11220,Uncertain Eruption,Costa Rica,,,1914,,2,,21,,,,,,,,,,9.979,-83.852
282060,Kikai,16994,Uncertain Eruption,Japan,,,1914,,2,,13,,,,,,,,,,30.793,130.305
357150,Puyehue-Cordon Caulle,12210,Confirmed Eruption,Chile,2,,1914,,2,,8,,Historical Observations,,,,,,,,-40.59,-72.117
241050,Okataina,14516,Confirmed Eruption,New Zealand,1,,1914,,1,,28,,Historical Observations,,1914,,2,,0,,-38.12,176.5
282110,Asosan,17279,Confirmed Eruption,Japan,2,,1914,,1,,13,,Historical Observations,,,,,,,,32.884,131.104
284130,Fukutoku-Oka-no-Ba,18447,Confirmed Eruption,Japan,3,,1914,,1,,13,,Historical Observations,,1914,,8,>,21,,24.285,141.481
282080,Aira,17077,Confirmed Eruption,Japan,4,,1914,,1,,12,,Historical Observations,,1915,,5,,0,,31.593,130.657
282050,Kuchinoerabujima,16968,Confirmed Eruption,Japan,2,,1914,,1,,5,,Historical Observations,,,,,,,,30.443,130.217
282040,Nakanoshima,16952,Confirmed Eruption,Japan,1,,1914,,1,,0,,Historical Observations,,,,,,,,29.859,129.857
311080,Tanaga,19697,Confirmed Eruption,United States,0,,1914,,0,,0,,Historical Observations,,,,,,,,51.885,-178.146
357070,"Chillan, Nevados de",11981,Confirmed Eruption,Chile,2,,1914,,0,,0,,Historical Observations,,,,,,,,-36.868,-71.378
211060,Etna,13776,Confirmed Eruption,Italy,2,,1913,,11,,13,,Historical Observations,,1917,,3,,0,,37.748,14.999
282090,Kirishimayama,17154,Confirmed Eruption,Japan,2,,1913,,11,,8,,Historical Observations,,1914,,1,,8,,31.934,130.862
257040,Ambrym,15254,Confirmed Eruption,Vanuatu,3,,1913,,10,,14,,Historical Observations,,1914,,0,,0,,-16.25,168.12
283070,Yakedake,17503,Confirmed Eruption,Japan,2,,1913,,9,?,1,,Historical Observations,,1914,,1,,13,,36.227,137.587
312160,Trident,20223,Confirmed Eruption,United States,1,,1913,,9,,0,,Historical Observations,,,,,,,,58.236,-155.1
344100,Masaya,11023,Confirmed Eruption,Nicaragua,1,,1913,,7,,12,,Historical Observations,,,,,,,,11.985,-86.165
233020,"Fournaise, Piton de la",14317,Confirmed Eruption,France,2,,1913,,7,,10,,Historical Observations,,1913,,8,,3,,-21.244,55.708
211020,Vesuvius,13361,Confirmed Eruption,Italy,3,,1913,,7,,5,,Historical Observations,,1944,,4,,4,,40.821,14.426
311300,Bogoslof,19859,Uncertain Eruption,United States,,,1913,,7,,0,,,,,,,,,,53.93,-168.03
261140,Marapi,15444,Confirmed Eruption,Indonesia,2,,1913,,6,,23,,Historical Observations,,1913,,7,,31,,-0.38,100.474
263300,Semeru,13583,Confirmed Eruption,Indonesia,2,,1913,,6,,23,,Historical Observations,,1913,,6,?,26,,-8.108,112.922
263340,Raung,16122,Confirmed Eruption,Indonesia,2,,1913,,5,,10,,Historical Observations,,1913,,12,,0,,-8.119,114.056
241080,Tongariro,14568,Confirmed Eruption,New Zealand,2,,1913,,5,,0,,Historical Observations,,,,,,,,-39.157,175.632
372070,Hekla,12748,Confirmed Eruption,Iceland,2,,1913,,4,,25,,Historical Observations,,1913,,5,,18,,63.983,-19.666
266030,Soputan,13590,Confirmed Eruption,Indonesia,2,,1913,,4,,0,,Historical Observations,,1913,,7,,0,,1.112,124.737
267040,Awu,16563,Confirmed Eruption,Indonesia,2,,1913,,3,,14,,Historical Observations,,1913,,3,,14,,3.689,125.447
354004,Andahua-Orcopampa,11740,Uncertain Eruption,Peru,,,1913,,3,,6,,,,,,,,,,-15.42,-72.33
241050,Okataina,14515,Confirmed Eruption,New Zealand,1,,1913,,1,,27,,Historical Observations,,1913,,1,,27,,-38.12,176.5
341040,Colima,10459,Confirmed Eruption,Mexico,4,,1913,,1,,17,,Historical Observations,,1913,,1,,24,,19.514,-103.62
357060,"Azul, Cerro",11955,Uncertain Eruption,Chile,2,,1913,,1,,15,45,,,,,,,,,-35.653,-70.761
300260,Klyuchevskoy,19358,Confirmed Eruption,Russia,2,,1913,,1,,0,,Historical Observations,,,,,,,,56.056,160.642
241080,Tongariro,14567,Confirmed Eruption,New Zealand,2,,1913,,1,,0,,Historical Observations,,,,,,,,-39.157,175.632
251010,Bam,14878,Confirmed Eruption,Papua New Guinea,,,1913,,0,,0,,Historical Observations,,,,,,,,-3.613,144.818
222120,"Lengai, Ol Doinyo",14007,Confirmed Eruption,Tanzania,0,,1913,,0,,0,,Historical Observations,,,,,,,,-2.764,35.914
274030,Babuyan Claro,16883,Uncertain Eruption,Philippines,2,,1913,,0,,0,,,,,,,,,,19.524,121.95
355020,Guallatiri,11819,Confirmed Eruption,Chile,2,,1913,,0,,0,,Historical Observations,,,,,,,,-18.42,-69.092
355030,Isluga,14103,Confirmed Eruption,Chile,2,,1913,,0,,0,,Historical Observations,,,,,,,,-19.15,-68.83
357120,Villarrica,12143,Discredited Eruption,Chile,,,1913,,0,,0,,,,,,,,,,-39.42,-71.93
390020,Erebus,13158,Confirmed Eruption,Antarctica,2,,1912,,12,,12,,Historical Observations,,,,,,,,-77.53,167.17
223020,Nyamulagira,14053,Confirmed Eruption,DR Congo,3,,1912,,12,,3,,Historical Observations,,1913,,4,,0,,-1.408,29.2
243110,Niuafo'ou,14791,Confirmed Eruption,Tonga,2,,1912,,10,,15,5,Historical Observations,,,,,,,,-15.6,-175.63
263300,Semeru,13582,Confirmed Eruption,Indonesia,2,,1912,,8,,28,,Historical Observations,,,,,,,,-8.108,112.922
211060,Etna,13775,Confirmed Eruption,Italy,3,,1912,,8,,4,,Historical Observations,,1912,,8,,0,,37.748,14.999
345020,Rincon de la Vieja,11093,Confirmed Eruption,Costa Rica,3,,1912,,6,,14,,Historical Observations,,,,,,,,10.83,-85.324
312170,Katmai,20237,Confirmed Eruption,United States,3,,1912,,6,,6,,Historical Observations,,1912,,7,>,21,,58.28,-154.963
312180,Novarupta,20243,Confirmed Eruption,United States,6,,1912,,6,,6,,Historical Observations,,1912,,10,?,0,,58.27,-155.157
243040,Hunga Tonga-Hunga Ha'apai,14730,Confirmed Eruption,Tonga,2,,1912,,4,,29,,Historical Observations,,,,,,,,-20.536,-175.382
241050,Okataina,14514,Confirmed Eruption,New Zealand,1,,1912,,4,,0,,Historical Observations,,,,,,,,-38.12,176.5
264050,Sangeang Api,16240,Confirmed Eruption,Indonesia,2,,1912,,4,,0,,Historical Observations,,,,,,,,-8.2,119.07
284010,Izu-Oshima,18208,Confirmed Eruption,Japan,1,,1912,,2,,23,,Historical Observations,,1913,,1,,25,,34.724,139.394
283070,Yakedake,17502,Confirmed Eruption,Japan,2,,1912,,2,,11,,Historical Observations,,1912,,9,?,0,,36.227,137.587
352010,Reventador,11435,Confirmed Eruption,Ecuador,3,,1912,,2,,0,,Historical Observations,,1912,,3,,0,,-0.077,-77.656
357060,"Azul, Cerro",11954,Confirmed Eruption,Chile,2,,1912,,2,,0,,Historical Observations,,,,,,,,-35.653,-70.761
343030,Izalco,10810,Confirmed Eruption,El Salvador,2,,1912,,1,,16,,Historical Observations,,1916,,1,,26,,13.813,-89.633
300130,Karymsky,19161,Confirmed Eruption,Russia,2,,1912,,1,,0,,Historical Observations,,,,,,,,54.049,159.443
284140,Farallon de Pajaros,18482,Confirmed Eruption,United States,2,,1912,,0,,0,,Historical Observations,,,,,,,,20.546,144.893
311310,Makushin,19983,Uncertain Eruption,United States,,,1912,,0,,0,,,,,,,,,,53.891,-166.923
311360,Shishaldin,20072,Uncertain Eruption,United States,,,1912,,0,,0,,,,,,,,,,54.756,-163.97
311320,Akutan,20013,Uncertain Eruption,United States,,,1912,,0,,0,,,,,,,,,,54.134,-165.986
257040,Ambrym,15253,Confirmed Eruption,Vanuatu,,,1912,,0,,0,,Historical Observations,,,,,,,,-16.25,168.12
252120,Ulawun,15039,Discredited Eruption,Papua New Guinea,,,1912,,0,,0,,,,,,,,,,-5.05,151.33
357110,Llaima,12044,Confirmed Eruption,Chile,2,,1912,,0,,0,,Historical Observations,,,,,,,,-38.692,-71.729
390030,Deception Island,13191,Confirmed Eruption,Antarctica,3,,1912,5,0,,0,,Historical Observations,,,,,,,,-63.001,-60.652
353050,"Negra, Sierra",11706,Confirmed Eruption,Ecuador,,,1911,,12,,31,365,Historical Observations,,,,,,,,-0.83,-91.17
263300,Semeru,13581,Confirmed Eruption,Indonesia,3,,1911,,11,,8,,Historical Observations,,1911,,12,,0,,-8.108,112.922
390100,Candlemas Island,13224,Confirmed Eruption,United Kingdom,2,,1911,,11,,6,,Historical Observations,,,,,,,,-57.08,-26.67
261140,Marapi,15443,Confirmed Eruption,Indonesia,2,,1911,,11,,2,,Historical Observations,,,,,,,,-0.38,100.474
266030,Soputan,13589,Confirmed Eruption,Indonesia,2,,1911,,11,,0,,Historical Observations,,1912,,4,,0,,1.112,124.737
300260,Klyuchevskoy,19357,Confirmed Eruption,Russia,2,,1911,,11,,0,,Historical Observations,,,,,,,,56.056,160.642
390020,Erebus,13157,Confirmed Eruption,Antarctica,2,,1911,,10,,0,,Historical Observations,,,,,,,,-77.53,167.17
211070,Campi Flegrei del Mar di Sicilia,13871,Uncertain Eruption,Italy,1,,1911,,9,,30,,,,,,,,,,37.1,12.7
211060,Etna,13774,Confirmed Eruption,Italy,1,,1911,,9,,10,,Historical Observations,,1911,,9,,22,,37.748,14.999
268060,Gamalama,16660,Confirmed Eruption,Indonesia,1,,1911,,9,,2,,Historical Observations,,1911,,9,,6,,0.8,127.33
268030,Ibu,16578,Confirmed Eruption,Indonesia,2,,1911,,8,,30,,Historical Observations,,1911,,9,,1,,1.488,127.63
211060,Etna,13773,Confirmed Eruption,Italy,2,,1911,,8,,0,,Historical Observations,,1911,,9,,26,4,37.748,14.999
223030,Nyiragongo,14097,Confirmed Eruption,DR Congo,1,,1911,,8,,0,,Historical Observations,,1911,,10,,0,,-1.52,29.25
243030,Unnamed,14727,Confirmed Eruption,Tonga,0,,1911,,8,,0,,Historical Observations,,,,,,,,-20.852,-175.55
211060,Etna,13771,Discredited Eruption,Italy,,,1911,,5,,27,,,,,,,,,,37.748,14.999
283070,Yakedake,17501,Confirmed Eruption,Japan,2,,1911,,5,,6,,Historical Observations,,1911,,8,?,23,,36.227,137.587
315020,Wrangell,20415,Confirmed Eruption,United States,1,,1911,,4,,14,,Historical Observations,,1912,,9,?,14,,62.006,-144.017
390020,Erebus,13156,Confirmed Eruption,Antarctica,2,,1911,,4,,0,,Historical Observations,,1911,,6,,0,,-77.53,167.17
382110,Monaco Bank,13044,Confirmed Eruption,Portugal,1,,1911,,3,,7,,Historical Observations,,,,,,,,37.6,-25.88
271020,Matutum,16698,Uncertain Eruption,Philippines,,,1911,,3,,7,,,,,,,,,,6.37,125.07
264050,Sangeang Api,16239,Confirmed Eruption,Indonesia,2,,1911,,2,,13,,Historical Observations,,1911,,3,,2,,-8.2,119.07
273070,Taal,16852,Confirmed Eruption,Philippines,3,,1911,,1,,27,,Historical Observations,,1911,,2,,8,,14.002,120.993
268040,Gamkonora,16586,Confirmed Eruption,Indonesia,2,,1911,,0,,0,,Historical Observations,,,,,,,,1.38,127.53
252080,Witori,15024,Confirmed Eruption,Papua New Guinea,3,,1911,,0,,0,,Historical Observations,,1918,,5,?,0,,-5.576,150.516
252130,Lolobau,15083,Confirmed Eruption,Papua New Guinea,4,,1911,,0,,0,,Historical Observations,,1912,,0,,0,,-4.92,151.158
311320,Akutan,20012,Confirmed Eruption,United States,2,,1911,,0,,0,,Historical Observations,,,,,,,,54.134,-165.986
282110,Asosan,17297,Confirmed Eruption,Japan,2,,1911,,0,,0,,Historical Observations,,1912,,0,,0,,32.884,131.104
300130,Karymsky,19160,Confirmed Eruption,Russia,2,,1911,,0,,0,,Historical Observations,,,,,,,,54.049,159.443
358020,Calbuco,12257,Confirmed Eruption,Chile,2,,1911,,0,,0,,Historical Observations,,1912,,0,,0,,-41.33,-72.618
211060,Etna,13770,Confirmed Eruption,Italy,2,,1910,,12,,27,,Historical Observations,,1911,,2,,17,,37.748,14.999
284010,Izu-Oshima,18207,Confirmed Eruption,Japan,1,,1910,,12,,0,,Historical Observations,,,,,,,,34.724,139.394
233020,"Fournaise, Piton de la",14316,Confirmed Eruption,France,2,,1910,,11,,16,,Historical Observations,,1910,,12,,12,,-21.244,55.708
263300,Semeru,13580,Confirmed Eruption,Indonesia,2,,1910,,11,,16,,Historical Observations,,1911,,2,,0,,-8.108,112.922
266030,Soputan,13588,Confirmed Eruption,Indonesia,2,,1910,,11,,15,45,Historical Observations,,,,,,,,1.112,124.737
283070,Yakedake,17500,Confirmed Eruption,Japan,2,,1910,,11,,11,,Historical Observations,,1910,,11,,30,,36.227,137.587
222160,Meru,14034,Confirmed Eruption,Tanzania,2,,1910,,10,,26,,Historical Observations,,1910,,12,,22,,-3.244,36.75
241080,Tongariro,14566,Confirmed Eruption,New Zealand,2,,1910,,10,,0,,Historical Observations,,1911,,1,,0,,-39.157,175.632
345040,Poas,11155,Confirmed Eruption,Costa Rica,1,,1910,,9,,12,,Historical Observations,,1910,,10,,14,,10.2,-84.233
300260,Klyuchevskoy,19434,Confirmed Eruption,Russia,2,,1910,,8,,0,,Historical Observations,,,,,,,,56.056,160.642
285030,Toya,18599,Confirmed Eruption,Japan,2,,1910,,7,,25,,Historical Observations,,1910,,11,,0,,42.544,140.839
241050,Okataina,14513,Confirmed Eruption,New Zealand,1,,1910,,7,,24,,Historical Observations,,1910,,7,,25,,-38.12,176.5
373030,Bardarbunga,12886,Confirmed Eruption,Iceland,2,,1910,,6,,18,,Historical Observations,,1910,,10,,0,,64.633,-17.516
211040,Stromboli,13430,Confirmed Eruption,Italy,3,,1910,,5,,0,,Historical Observations,,1931,,7,,0,,38.789,15.213
264100,Ebulobo,16159,Confirmed Eruption,Indonesia,2,,1910,,4,,10,,Historical Observations,,,,,,,,-8.817,121.191
263090,Tangkuban Parahu,15673,Confirmed Eruption,Indonesia,2,,1910,,4,,7,,Historical Observations,,1910,,5,,0,,-6.77,107.6
282110,Asosan,17296,Confirmed Eruption,Japan,2,,1910,,4,,3,,Historical Observations,,,,,,,,32.884,131.104
211060,Etna,13769,Confirmed Eruption,Italy,2,,1910,,3,,23,,Historical Observations,,1910,,4,,18,,37.748,14.999
234010,Heard,14401,Confirmed Eruption,Australia,2,,1910,,3,,0,,Historical Observations,,1910,,4,,0,,-53.106,73.513
233010,Karthala,14195,Confirmed Eruption,Comoros,1,,1910,,3,,0,,Historical Observations,,1910,,3,,0,,-11.75,43.38
358070,"Burney, Monte",12329,Confirmed Eruption,Chile,2,,1910,,3,,0,,Historical Observations,,,,,,,,-52.33,-73.4
211060,Etna,13768,Confirmed Eruption,Italy,1,,1910,,2,,21,,Historical Observations,,1910,,2,,21,,37.748,14.999
345040,Poas,11154,Confirmed Eruption,Costa Rica,2,,1910,,1,,25,,Historical Observations,,1910,,2,,0,,10.2,-84.233
263310,Tengger Caldera,16047,Confirmed Eruption,Indonesia,2,,1910,,1,,18,,Historical Observations,,1910,,1,,21,,-7.942,112.95
241080,Tongariro,14565,Confirmed Eruption,New Zealand,2,,1910,,1,,0,,Historical Observations,,,,,,,,-39.157,175.632
323020,Medicine Lake,20649,Uncertain Eruption,United States,1,,1910,,1,,0,,,,,,,,,,41.611,-121.554
300100,Avachinsky,19098,Uncertain Eruption,Russia,,,1910,,0,,0,,,,,,,,,,53.256,158.836
255050,Simbo,15147,Confirmed Eruption,Solomon Islands,,,1910,10,0,,0,,Anthropology,,,,,,,,-8.292,156.52
257040,Ambrym,15252,Confirmed Eruption,Vanuatu,0,,1910,,0,,0,,Historical Observations,,,,,,,,-16.25,168.12
222051,Emuruangogolak,13982,Confirmed Eruption,Kenya,0,,1910,50,0,,0,,Magnetism,,,,,,,,1.5,36.33
261140,Marapi,15442,Confirmed Eruption,Indonesia,2,,1910,,0,,0,,Historical Observations,,,,,,,,-0.38,100.474
264250,Iliwerung,16338,Confirmed Eruption,Indonesia,2,,1910,,0,,0,,Historical Observations,,,,,,,,-8.532,123.573
345060,Irazu,11219,Discredited Eruption,Costa Rica,,,1910,,0,,0,,,,,,,,,,9.979,-83.852
373010,Grimsvotn,12824,Confirmed Eruption,Iceland,,,1910,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
264030,Rinjani,16216,Confirmed Eruption,Indonesia,2,,1909,,11,,30,,Historical Observations,,1909,,12,,2,,-8.42,116.47
383030,Tenerife,13112,Confirmed Eruption,Spain,2,,1909,,11,,18,,Historical Observations,,1909,,11,,27,,28.271,-16.641
264220,Iliboleng,16312,Confirmed Eruption,Indonesia,2,,1909,,11,,9,,Historical Observations,,,,,,,,-8.342,123.258
263300,Semeru,13579,Confirmed Eruption,Indonesia,2,,1909,,9,,0,,Historical Observations,,1910,,3,,22,,-8.108,112.922
311300,Bogoslof,19858,Confirmed Eruption,United States,2,,1909,,9,,0,,Historical Observations,,1910,,9,,19,,53.93,-168.03
357120,Villarrica,12142,Confirmed Eruption,Chile,2,,1909,,8,,19,,Historical Observations,,1910,,0,,0,,-39.42,-71.93
300100,Avachinsky,19097,Confirmed Eruption,Russia,2,,1909,,8,,0,,Historical Observations,,,,,,,,53.256,158.836
256010,Tinakula,15197,Confirmed Eruption,Solomon Islands,2,,1909,,8,,0,,Historical Observations,,,,,,,,-10.386,165.804
257040,Ambrym,15251,Confirmed Eruption,Vanuatu,2,,1909,,7,?,28,,Historical Observations,,,,,,,,-16.25,168.12
255020,Bagana,15121,Uncertain Eruption,Papua New Guinea,,,1909,,7,,0,,,,,,,,,,-6.137,155.196
261180,Sumbing,15534,Confirmed Eruption,Indonesia,2,,1909,,6,,3,,Historical Observations,,1909,,7,,0,,-2.414,101.728
300260,Klyuchevskoy,19433,Confirmed Eruption,Russia,2,,1909,,6,,0,,Historical Observations,,,,,,,,56.056,160.642
241040,Whakaari/White Island,14468,Confirmed Eruption,New Zealand,2,,1909,,5,,13,,Historical Observations,,,,,,,,-37.52,177.18
263060,Gede-Pangrango,15661,Confirmed Eruption,Indonesia,1,,1909,,5,,2,,Historical Observations,,1909,,5,,2,,-6.786,106.983
223020,Nyamulagira,14052,Confirmed Eruption,DR Congo,1,,1909,,5,,0,,Historical Observations,,1909,,5,,0,,-1.408,29.2
224010,Cameroon,14126,Confirmed Eruption,Cameroon,2,,1909,,4,,28,,Historical Observations,,1909,,6,?,0,,4.203,9.17
251010,Bam,14877,Confirmed Eruption,Papua New Guinea,2,,1909,,4,,19,,Historical Observations,,1909,,9,,13,,-3.613,144.818
233020,"Fournaise, Piton de la",14315,Confirmed Eruption,France,2,,1909,,4,,0,,Historical Observations,,,,,,,,-21.244,55.708
282110,Asosan,17295,Confirmed Eruption,Japan,2,,1909,,4,,0,,Historical Observations,,,,,,,,32.884,131.104
241080,Tongariro,14564,Confirmed Eruption,New Zealand,2,,1909,,3,,0,,Historical Observations,,1909,,7,,0,,-39.157,175.632
358020,Calbuco,12256,Confirmed Eruption,Chile,2,,1909,,3,,0,,Historical Observations,,,,,,,,-41.33,-72.618
263250,Merapi,15895,Confirmed Eruption,Indonesia,1,,1909,,2,,1,,Historical Observations,,1913,,5,,0,,-7.54,110.446
283110,Asamayama,17773,Confirmed Eruption,Japan,1,,1909,,1,,29,,Historical Observations,,1914,,6,,24,,36.406,138.523
263310,Tengger Caldera,16046,Confirmed Eruption,Indonesia,2,,1909,,1,,12,,Historical Observations,,1909,,1,,14,,-7.942,112.95
285040,Shikotsu,18623,Confirmed Eruption,Japan,3,,1909,,1,,11,,Historical Observations,,1909,,4,,22,,42.688,141.38
264180,Lewotobi,16288,Confirmed Eruption,Indonesia,2,,1909,,1,,8,,Historical Observations,,1910,,5,,26,,-8.542,122.775
273050,Banahaw,16824,Uncertain Eruption,Philippines,,,1909,,0,,0,,,,,,,,,,14.07,121.48
251020,Manam,14905,Confirmed Eruption,Papua New Guinea,2,,1909,,0,,0,,Historical Observations,?,1914,,0,,0,,-4.08,145.037
284170,Pagan,18509,Confirmed Eruption,United States,2,,1909,,0,,0,,Historical Observations,,,,,,,,18.13,145.8
345060,Irazu,11218,Uncertain Eruption,Costa Rica,2,,1909,,0,,0,,,,,,,,,,9.979,-83.852
384010,Fogo,13135,Confirmed Eruption,Cape Verde,,,1909,,0,,0,,Historical Observations,,,,,,,,14.95,-24.35
390030,Deception Island,13190,Discredited Eruption,Antarctica,,,1909,,0,,0,,,,,,,,,,-63.001,-60.652
341040,Colima,10458,Confirmed Eruption,Mexico,3,,1908,,12,,18,,Historical Observations,,1909,,7,,1,30,19.514,-103.62
223030,Nyiragongo,14096,Uncertain Eruption,DR Congo,,,1908,,12,,1,30,,,,,,,,,-1.52,29.25
241040,Whakaari/White Island,14467,Uncertain Eruption,New Zealand,2,,1908,,11,,28,,,,1908,,12,,6,,-37.52,177.18
390130,Zavodovski,13231,Uncertain Eruption,United Kingdom,1,,1908,,11,,0,,,,,,,,,,-56.3,-27.57
357120,Villarrica,12141,Confirmed Eruption,Chile,2,,1908,,10,,31,,Historical Observations,,1908,,12,?,12,,-39.42,-71.93
241050,Okataina,14512,Confirmed Eruption,New Zealand,1,,1908,,10,,1,,Historical Observations,,1908,,10,,1,,-38.12,176.5
261170,Kerinci,15505,Confirmed Eruption,Indonesia,2,,1908,,10,,0,,Historical Observations,,1909,,0,,0,,-1.697,101.264
283110,Asamayama,17772,Confirmed Eruption,Japan,2,,1908,,8,,5,,Historical Observations,,1908,,9,,23,,36.406,138.523
255020,Bagana,15120,Confirmed Eruption,Papua New Guinea,2,,1908,,7,,15,,Historical Observations,,,,,,,,-6.137,155.196
251010,Bam,14876,Confirmed Eruption,Papua New Guinea,2,,1908,,7,,12,,Historical Observations,,,,,,,,-3.613,144.818
266030,Soputan,13587,Confirmed Eruption,Indonesia,2,,1908,,6,,0,,Historical Observations,,1909,,6,,0,,1.112,124.737
211060,Etna,13767,Confirmed Eruption,Italy,2,,1908,,5,,20,,Historical Observations,,1909,,9,,28,,37.748,14.999
211060,Etna,13766,Confirmed Eruption,Italy,2,,1908,,4,,29,,Historical Observations,,1908,,5,,1,1,37.748,14.999
390020,Erebus,13155,Confirmed Eruption,Antarctica,2,,1908,,3,,0,,Historical Observations,,1908,,11,,0,,-77.53,167.17
311320,Akutan,19838,Confirmed Eruption,United States,0,,1908,,2,,22,,Historical Observations,,,,,,,,54.134,-165.986
261230,Dempo,15561,Confirmed Eruption,Indonesia,2,,1908,,2,,16,,Historical Observations,,1908,,2,,17,,-4.016,103.121
283110,Asamayama,17771,Confirmed Eruption,Japan,2,,1908,,2,?,13,,Historical Observations,,1908,,2,,19,,36.406,138.523
282110,Asosan,17294,Confirmed Eruption,Japan,2,,1908,,1,,17,,Historical Observations,,1908,,1,?,29,,32.884,131.104
311300,Bogoslof,19857,Uncertain Eruption,United States,,,1908,,1,,15,45,,,,,,,,,53.93,-168.03
263300,Semeru,13578,Confirmed Eruption,Indonesia,2,,1908,,1,,0,,Historical Observations,,1908,,12,,0,,-8.108,112.922
263250,Merapi,15894,Confirmed Eruption,Indonesia,1,,1908,,0,,0,,Historical Observations,,,,,,,,-7.54,110.446
223020,Nyamulagira,14051,Confirmed Eruption,DR Congo,,,1908,,0,,0,,Historical Observations,,,,,,,,-1.408,29.2
233020,"Fournaise, Piton de la",14314,Uncertain Eruption,France,0,,1908,,0,,0,,,,,,,,,,-21.244,55.708
252130,Lolobau,15082,Uncertain Eruption,Papua New Guinea,,,1908,,0,,0,,,,,,,,,,-4.92,151.158
257040,Ambrym,15250,Confirmed Eruption,Vanuatu,2,,1908,,0,,0,,Historical Observations,,,,,,,,-16.25,168.12
257050,Lopevi,15293,Confirmed Eruption,Vanuatu,2,,1908,,0,,0,,Historical Observations,,,,,,,,-16.507,168.346
313010,Augustine,20268,Confirmed Eruption,United States,1,,1908,,0,,0,,Historical Observations,,,,,,,,59.363,-153.43
300130,Karymsky,19159,Confirmed Eruption,Russia,2,,1908,,0,,0,,Historical Observations,,,,,,,,54.049,159.443
358063,Reclus,12312,Confirmed Eruption,Chile,1,,1908,1,0,,0,,Historical Observations,,,,,,,,-50.964,-73.585
355020,Guallatiri,11818,Uncertain Eruption,Chile,,,1908,,0,,0,,,,,,,,,,-18.42,-69.092
352050,Cotopaxi,11590,Confirmed Eruption,Ecuador,1,,1908,,0,,0,,Historical Observations,,1914,,0,,0,,-0.677,-78.436
261140,Marapi,15441,Confirmed Eruption,Indonesia,2,,1907,,12,,17,,Historical Observations,,1908,,9,,0,,-0.38,100.474
263310,Tengger Caldera,16045,Confirmed Eruption,Indonesia,2,,1907,,12,,14,,Historical Observations,,1908,,2,,13,,-7.942,112.95
282110,Asosan,17293,Confirmed Eruption,Japan,2,,1907,,12,,12,,Historical Observations,,,,,,,,32.884,131.104
283070,Yakedake,17499,Confirmed Eruption,Japan,2,,1907,,12,,8,,Historical Observations,,1909,,6,,1,,36.227,137.587
233020,"Fournaise, Piton de la",14313,Confirmed Eruption,France,0,,1907,,11,,29,,Historical Observations,,1907,,12,,5,4,-21.244,55.708
268060,Gamalama,16659,Confirmed Eruption,Indonesia,2,,1907,,11,,17,,Historical Observations,,1907,,11,,20,,0.8,127.33
223020,Nyamulagira,14050,Confirmed Eruption,DR Congo,3,,1907,,11,,7,,Historical Observations,,1907,,12,,5,,-1.408,29.2
251010,Bam,14875,Confirmed Eruption,Papua New Guinea,2,,1907,,11,,0,,Historical Observations,,,,,,,,-3.613,144.818
241080,Tongariro,14563,Confirmed Eruption,New Zealand,2,,1907,,11,,0,,Historical Observations,,,,,,,,-39.157,175.632
344040,Telica,10907,Confirmed Eruption,Nicaragua,2,,1907,,11,,0,,Historical Observations,,,,,,,,12.606,-86.84
264180,Lewotobi,16287,Confirmed Eruption,Indonesia,3,,1907,,9,,28,,Historical Observations,,1907,,10,,30,,-8.542,122.775
264160,Egon,16274,Discredited Eruption,Indonesia,,,1907,,9,,28,,,,,,,,,,-8.676,122.455
344120,Concepcion,11051,Confirmed Eruption,Nicaragua,2,,1907,,9,,0,,Historical Observations,,1910,,0,,0,,11.538,-85.622
263310,Tengger Caldera,16044,Confirmed Eruption,Indonesia,2,,1907,,8,,28,,Historical Observations,,,,,,,,-7.942,112.95
322010,Hood,20576,Discredited Eruption,United States,,,1907,,8,,28,,Historical Observations,,,,,,,,45.374,-121.695
283110,Asamayama,17770,Confirmed Eruption,Japan,2,,1907,,8,,24,,Historical Observations,,1907,,8,,24,,36.406,138.523
300260,Klyuchevskoy,19432,Confirmed Eruption,Russia,2,,1907,,8,,0,,Historical Observations,,,,,,,,56.056,160.642
357060,"Azul, Cerro",11953,Confirmed Eruption,Chile,2,,1907,,7,,28,,Historical Observations,,,,,,,,-35.653,-70.761
263300,Semeru,13577,Confirmed Eruption,Indonesia,2,,1907,,7,<,9,,Historical Observations,,,,,,,,-8.108,112.922
243010,Unnamed,14724,Confirmed Eruption,Tonga,0,,1907,,7,,0,,Historical Observations,,,,,,,,-21.338,-175.65
266030,Soputan,13586,Confirmed Eruption,Indonesia,2,,1907,,6,,5,,Historical Observations,,1907,,6,?,25,,1.112,124.737
